authorDisplayName,textDisplay,textDisplayAdj,scores,neg_score,pos_score,neu_score,compound_score,sentiment,publishedAt
@Sha.119,is this going to be a turn based like honkai star rail?,going turn based like honkai star rail,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}",0.0,0.185,0.815,0.3612,positive,2024-03-29T16:18:04Z
@Sha.119,@@Mercurius-Hadou well thanks thats a good news to me,mercurius hadou well thanks thats good news,"{'neg': 0.0, 'neu': 0.432, 'pos': 0.568, 'compound': 0.7845}",0.0,0.568,0.432,0.7845,positive,2024-03-30T08:37:30Z
@3rdeye644,Man the music and the animation r just 💯/💯,man music animation r,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T16:15:50Z
@user-wi4ki3vg4n,Finals the long wait will be over at 5/22 <br>I cannot wait to play it&#39;s Full developed version,final long wait wait play full developed version,"{'neg': 0.107, 'neu': 0.893, 'pos': 0.0, 'compound': -0.2584}",0.107,0.0,0.893,-0.2584,negative,2024-03-29T16:14:32Z
@bouagalamine9089,Please be friendly like PGR in obtaining characters,please friendly like pgr obtaining character,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.7906}",0.0,0.615,0.385,0.7906,positive,2024-03-29T16:14:26Z
@sophytes1430,Add subtitles in Brazilian Portuguese pls...,add subtitle brazilian portuguese pls,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.0772}",0.0,0.206,0.794,0.0772,positive,2024-03-29T16:14:12Z
@Khairi-uv9zi,Damn the who is the singer?,damn singer,"{'neg': 0.351, 'neu': 0.649, 'pos': 0.0, 'compound': -0.4019}",0.351,0.0,0.649,-0.4019,negative,2024-03-29T16:13:40Z
@Cassin89,Love this song!!!,love song,"{'neg': 0.0, 'neu': 0.283, 'pos': 0.717, 'compound': 0.7249}",0.0,0.717,0.283,0.7249,positive,2024-03-29T16:12:46Z
@toxicsknmn4742,"We don’t have an artist name for the song, do we? Would love to stream it! 😭",artist name song would love stream,"{'neg': 0.126, 'neu': 0.691, 'pos': 0.183, 'compound': 0.3382}",0.126,0.183,0.691,0.3382,positive,2024-03-29T16:12:13Z
@abdallahkhierbek3648,Sounds fire 🔥 can&#39;t wait to play 🗣️🗣️🗣️,sound fire wait play,"{'neg': 0.279, 'neu': 0.581, 'pos': 0.14, 'compound': -0.34}",0.279,0.14,0.581,-0.34,negative,2024-03-29T16:08:20Z
@Codename_legos,THIS ANIMATION,animation,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T16:08:00Z
@wholethedogsout880,THIS IS INSANE ITS BEAUTIFUL THE SONG IS SO GOOD TOO,insane beautiful song good,"{'neg': 0.147, 'neu': 0.436, 'pos': 0.417, 'compound': 0.7133}",0.147,0.417,0.436,0.7133,positive,2024-03-29T16:04:35Z
@Alex-fj9sq,The Xiao genshin shouldve created glad im gonna play him going all out on him,xiao genshin shouldve created glad im gon na play going,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.7506}",0.0,0.381,0.619,0.7506,positive,2024-03-29T16:04:27Z
@hollow314,So when is the music only gets upload?,music get upload,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T16:01:58Z
@svtlnshshk,I CANT WAIT ANYMORE,cant wait anymore,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T16:00:50Z
@vipulganvir2150,Looking for Indian players 😢,looking indian player,"{'neg': 0.383, 'neu': 0.617, 'pos': 0.0, 'compound': -0.4767}",0.383,0.0,0.617,-0.4767,negative,2024-03-29T16:00:43Z
@anny_senpai9832,THIS IS SOO BEAUTIFUL!!! 😭😭😭🤌❤️,soo beautiful,"{'neg': 0.394, 'neu': 0.426, 'pos': 0.18, 'compound': -0.675}",0.394,0.18,0.426,-0.675,negative,2024-03-29T16:00:27Z
@tsuki3003,2 months more ehhh....,month eh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T15:57:01Z
@MythicMagus,"I REALLY hope Kuro changes the banner system before launch.  The last thing I want is to open this game when it finally launches and see Genshin&#39;s rates and pity system.  If open the game and see that?  I&#39;m done.  I will quit RIGHT there.    <br><br>Do you know what I&#39;ll tell anyone who asks me about this game?  &quot;They copied Genshin&#39;s terrible business model and you should stay away&quot;.  I will actively warn people AWAY from your game because of this stupid choice.<br><br>I only gave this game a chance because PGR has a nice F2P friendly business model.  It&#39;s VERY disappointing you&#39;re not doing something similar with this game.  <br><br>If you launch this game without any changes to the banner system I hope it crashes hard enough that you have to change it.  I&#39;m sorry Kuro, but I will not be playing another game with Genshin&#39;s awful rates and pity system.  PLEASE FIX IT.",really hope kuro change banner system launch last thing want open game finally launch see genshin rate pity system open game see done quit right know tell anyone asks game copied genshin terrible business model stay away actively warn people away game stupid choice gave game chance pgr nice f p friendly business model disappointing something similar game launch game without change banner system hope crash hard enough change sorry kuro playing another game genshin awful rate pity system please fix,"{'neg': 0.123, 'neu': 0.781, 'pos': 0.096, 'compound': -0.5571}",0.123,0.096,0.781,-0.5571,negative,2024-03-29T15:51:04Z
@Penguin-nx5nc,Genshin business model Is successful tho.<br><br>But WW seems quite more f2p friendly with slightly better rates and guaranteed weapons,genshin business model successful tho ww seems quite f p friendly slightly better rate guaranteed weapon,"{'neg': 0.103, 'neu': 0.535, 'pos': 0.362, 'compound': 0.8047}",0.103,0.362,0.535,0.8047,positive,2024-03-30T02:56:45Z
@LargeBanana,"-1 I guess, hopefully you find a game you like in the future.",guess hopefully find game like future,"{'neg': 0.0, 'neu': 0.679, 'pos': 0.321, 'compound': 0.6369}",0.0,0.321,0.679,0.6369,positive,2024-03-30T08:23:57Z
@MISECALI,i was here when this was released,released,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T15:46:35Z
@Gheniel_,"<a href=""https://www.youtube.com/watch?v=4i1IRQ6SGTM&amp;t=2"">0:02</a> headphoes Kuro? I&#39;m concerned about WuWa&#39;s localization problems fr<br>But that was great anyways 👍🏽",headphoes kuro concerned wuwa localization problem frbut great anyways,"{'neg': 0.107, 'neu': 0.715, 'pos': 0.177, 'compound': 0.4137}",0.107,0.177,0.715,0.4137,positive,2024-03-29T15:44:49Z
@adilfadhilah4334,"Its so beautiful, hope you give us dolby atmos support in game. Can&#39;t wait to play the game, and hope there&#39;s seiyuu announcement soon",beautiful hope give u dolby atmos support game wait play game hope seiyuu announcement soon,"{'neg': 0.0, 'neu': 0.553, 'pos': 0.447, 'compound': 0.9368}",0.0,0.447,0.553,0.9368,positive,2024-03-29T15:44:21Z
@riyasenesure4219,Waiting a Rover coming🎉🎉🎉,waiting rover coming,"{'neg': 0.0, 'neu': 0.464, 'pos': 0.536, 'compound': 0.7964}",0.0,0.536,0.464,0.7964,positive,2024-03-29T15:40:18Z
@wutherer,Lezz goo!!! So hyped to finally get to play this awesome game! What a trailer! Kuro is on full throttle now!,lezz goo hyped finally get play awesome game trailer kuro full throttle,"{'neg': 0.0, 'neu': 0.692, 'pos': 0.308, 'compound': 0.8571}",0.0,0.308,0.692,0.8571,positive,2024-03-29T15:39:37Z
@doodlestheenby8946,THIS LOOKS SO COOL!!! CAN&#39;T WAIT!,look cool wait,"{'neg': 0.0, 'neu': 0.546, 'pos': 0.454, 'compound': 0.6321}",0.0,0.454,0.546,0.6321,positive,2024-03-29T15:29:37Z
@sinabakhtiarani6427,plz someone tell me this is a boss song PLZZZZZZZZZZZZZZZZZZZ,plz someone tell bos song plz,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.0772}",0.0,0.126,0.874,0.0772,positive,2024-03-29T15:29:34Z
@UndeadPandaLegion,And another song to add to the playlist,another song add playlist,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T15:27:45Z
@HolyGuardian25,Gaming budget all set for Wuthering Waves 🤗 Willing to support WuWa to make their own Anime as long as they keep listening to their own player base and keep being great unlike other games who don&#39;t even care about their anniversary 😆,gaming budget set wuthering wave willing support wuwa make anime long keep listening player base keep great unlike game even care anniversary,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.936}",0.0,0.272,0.728,0.936,positive,2024-03-29T15:26:09Z
@GhostlyGhost333,See yall on May 23rd.,see yall may rd,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T15:24:43Z
@dandelion_Z,unfortunately I don.t own good pc no good phone I guess I have to wait console release to play it,unfortunately good pc good phone guess wait console release play,"{'neg': 0.184, 'neu': 0.613, 'pos': 0.203, 'compound': 0.1265}",0.184,0.203,0.613,0.1265,positive,2024-03-29T15:21:17Z
@Cart3rN,Just get a phone its 200 € here... It can run wuthering xD but then idk if you can afford.,get phone run wuthering xd idk afford,"{'neg': 0.073, 'neu': 0.818, 'pos': 0.109, 'compound': 0.2023}",0.073,0.109,0.818,0.2023,positive,2024-03-29T16:33:30Z
@SameerKarasu,"There are two studios/people i actually respect in the gaming industry. Miazaki(fromsoft) and Yoko Taro ! Despite their efforts overlooked they never stopped creating such dark and beautiful games. And now, Kuro is on the list! Pgr was amazing..now this ! These studios are meant for those who possess real critical thinking",two studio people actually respect gaming industry miazaki fromsoft yoko taro despite effort overlooked never stopped creating dark beautiful game kuro list pgr amazing studio meant posse real critical thinking,"{'neg': 0.069, 'neu': 0.757, 'pos': 0.175, 'compound': 0.7527}",0.069,0.175,0.757,0.7527,positive,2024-03-29T15:18:54Z
@YaMizu,Let&#39;s hope they make another collab with nier for wuwa 🥺,let hope make another collab nier wuwa,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}",0.0,0.209,0.791,0.4404,positive,2024-04-01T13:13:46Z
@noone7430,When will it be released in India?,released india,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T15:18:45Z
@spaciddd8831,GAAAAAAHHHHH I AM EXCITED,gah excited,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.34}",0.0,0.444,0.556,0.34,positive,2024-03-29T15:18:36Z
@InverseDestiny,"this song went absolutly hard, is there a full version with out the effects?",song went absolutly hard full version effect,"{'neg': 0.097, 'neu': 0.903, 'pos': 0.0, 'compound': -0.1027}",0.097,0.0,0.903,-0.1027,negative,2024-03-29T15:17:24Z
@jaredvilla4642,This song is awesome! can&#39;t wait to see this game on May 22,song awesome wait see game may,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.6588}",0.0,0.268,0.732,0.6588,positive,2024-03-29T15:17:23Z
@nurpriyambada6602,"😭😭😭<br>I&#39;m felt love with these animation😭🥰<br>Especially I see an NPC, but they make an advantage attack to monster.",felt love animation especially see npc make advantage attack monster,"{'neg': 0.278, 'neu': 0.585, 'pos': 0.137, 'compound': -0.7391}",0.278,0.137,0.585,-0.7391,negative,2024-03-29T15:16:35Z
@Kildat1,Far superior combat than Genshin imo,far superior combat genshin imo,"{'neg': 0.242, 'neu': 0.404, 'pos': 0.354, 'compound': 0.2732}",0.242,0.354,0.404,0.2732,positive,2024-03-29T15:14:18Z
@nijani7831,please give me Indonesian,please give indonesian,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.3182}",0.0,0.434,0.566,0.3182,positive,2024-03-29T15:12:46Z
@nicholasmun6029,this is fire!!!,fire,"{'neg': 0.621, 'neu': 0.379, 'pos': 0.0, 'compound': -0.5067}",0.621,0.0,0.379,-0.5067,negative,2024-03-29T15:12:12Z
@iruui2369,Music slaps hard but I wish there was more story in the cinamatic.,music slap hard wish story cinamatic,"{'neg': 0.076, 'neu': 0.698, 'pos': 0.225, 'compound': 0.5187}",0.076,0.225,0.698,0.5187,positive,2024-03-29T15:11:59Z
@blueberry7478,"Thank you, Wuthering waves team, and you KURO GAMES. ❤️ YES, WE LOVE U TOO KURO 😊",thank wuthering wave team kuro game yes love u kuro,"{'neg': 0.0, 'neu': 0.502, 'pos': 0.498, 'compound': 0.9506}",0.0,0.498,0.502,0.9506,positive,2024-03-29T15:09:56Z
@nesgamer1286,Name Músic please?,name sic please,"{'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.3182}",0.0,0.535,0.465,0.3182,positive,2024-03-29T15:09:33Z
@user-mo6jt3kl3n,Learn it.,learn,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-30T17:56:29Z
@irihakutukova2626,"@@user-mo6jt3kl3n There are always some niche of persons who dont have some time/do not value games that much to learn foreign language.I just happened to know english more or less due to some business matters, which i really appreciate, may not focus on expanding my vocabulary and just read the story naturaly.Fortunately, at the present age there comes a bunch of handy tools to those who could not learn english, like QooApp servants, or kind Tap To Translate at least, even blind typing of each word to Google Translate eventually gives proper understanding.Who urges to understand content - surely finds a way to understand even in absense of localization to their mainland language.",user mo jt kl n always niche person dont time value game much learn foreign language happened know english le due business matter really appreciate may focus expanding vocabulary read story naturaly fortunately present age come bunch handy tool could learn english like qooapp servant kind tap translate least even blind typing word google translate eventually give proper understanding urge understand content surely find way understand even absense localization mainland language,"{'neg': 0.056, 'neu': 0.86, 'pos': 0.084, 'compound': 0.5495}",0.056,0.084,0.86,0.5495,positive,2024-04-29T19:54:17Z
@ithamarlowe6158,A lot is going into this game. It’s like they are really putting all their life into this one,lot going game like really putting life one,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.3612}",0.0,0.122,0.878,0.3612,positive,2024-03-29T15:09:13Z
@douglasdr1120,Please release on Xbox ❤,please release xbox,"{'neg': 0.0, 'neu': 0.381, 'pos': 0.619, 'compound': 0.7579}",0.0,0.619,0.381,0.7579,positive,2024-03-29T15:08:42Z
@jeypanda1687,I love the graphics of this cinematic. Can&#39;t wait to try it 😻,love graphic cinematic wait try,"{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.802}",0.0,0.324,0.676,0.802,positive,2024-03-29T15:08:33Z
@STRI.X,"<a href=""https://www.youtube.com/watch?v=4i1IRQ6SGTM&amp;t=150"">2:30</a> and thats how the Adult Xiao entry",thats adult xiao entry,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T15:03:31Z
@Cuddle_with_Furina,I din&#39;t see any similarities ?,din see similarity,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T15:44:49Z
@sara_s1737,How to spot a Genshin player<br><b>sees green on a male character</b> <br><br>XIAO??,spot genshin playersees green male character xiao,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-30T21:21:50Z
@sairi_a,"Husbando swooping it at <a href=""https://www.youtube.com/watch?v=4i1IRQ6SGTM&amp;t=149"">2:29</a><br>Jiyan will be mine!",husbando swooping jiyan mine,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T15:02:58Z
@shadezy,"damn, i have no words to say. all i can say is that it&#39;s so amazin how they make the game with sucha passion. bravo kuro games, keep cookin and listen to the community",damn word say say amazin make game sucha passion bravo kuro game keep cookin listen community,"{'neg': 0.126, 'neu': 0.797, 'pos': 0.077, 'compound': -0.2263}",0.126,0.077,0.797,-0.2263,negative,2024-03-29T15:01:40Z
@Pi2po,I&#39;m a ps5 gamer and i&#39;m cryin rn,p gamer cryin rn,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T15:01:28Z
@STRI.X,Hope to see you on 22nd May😊.<br>Goodbye for now❤❤,hope see nd may goodbye,"{'neg': 0.0, 'neu': 0.429, 'pos': 0.571, 'compound': 0.9538}",0.0,0.571,0.429,0.9538,positive,2024-03-29T14:57:42Z
@Joker141Fu,"Game!!!! Thai subtitles please. Thailand. Everyone wants to post games with Thai translations. I don&#39;t expect much. I just want to translate Thai subtitles. I will be very happy. And everyone likes this type of game, especially hunting down mini-bosses like Pokemon.😔😭",game thai subtitle please thailand everyone want post game thai translation expect much want translate thai subtitle happy everyone like type game especially hunting mini boss like pokemon,"{'neg': 0.053, 'neu': 0.684, 'pos': 0.263, 'compound': 0.8823}",0.053,0.263,0.684,0.8823,positive,2024-03-29T14:56:44Z
@Aaraee,Plz somebody tell me this music is on spotify or whatever is here I NEED LISTENING THIS 24/7,plz somebody tell music spotify whatever need listening,"{'neg': 0.0, 'neu': 0.929, 'pos': 0.071, 'compound': 0.0772}",0.0,0.071,0.929,0.0772,positive,2024-03-29T14:55:57Z
@Sail17,Fianlly this game is coming out. Bye fcking genscam. I dont game much anymore but i know theres a few hundred$ in my wallet just to support fcking genscam’s competitor,fianlly game coming bye fcking genscam dont game much anymore know there hundred wallet support fcking genscam competitor,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.5499}",0.0,0.109,0.891,0.5499,positive,2024-03-29T14:55:57Z
@DiLuc-yc1ue,add Arabic language please 🙏🥹,add arabic language please,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.3182}",0.0,0.315,0.685,0.3182,positive,2024-03-29T14:53:04Z
@lucius4246,OMG THAT&#39;S SO COOL,omg cool,"{'neg': 0.0, 'neu': 0.501, 'pos': 0.499, 'compound': 0.4572}",0.0,0.499,0.501,0.4572,positive,2024-03-29T14:52:48Z
@Doctor_Yiggles,Amazing!  See you in May! 💖,amazing see may,"{'neg': 0.0, 'neu': 0.271, 'pos': 0.729, 'compound': 0.8953}",0.0,0.729,0.271,0.8953,positive,2024-03-29T14:50:48Z
@Dopamineistoxic,Anyone from India<br>We got a discord server for Indian players only<br>AGR interested ho bhai log bolna,anyone indiawe got discord server indian player onlyagr interested ho bhai log bolna,"{'neg': 0.139, 'neu': 0.722, 'pos': 0.139, 'compound': 0.0}",0.139,0.139,0.722,0.0,neutral,2024-03-29T14:50:29Z
@Spider2B,My body is so ready,body ready,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.5009}",0.0,0.448,0.552,0.5009,positive,2024-03-29T14:50:03Z
@haruzaya9529,OH MY IT&#39;S A WORLDS SONG,oh world song,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T14:48:17Z
@Dan24305,Launch now,launch,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-03-29T14:46:10Z
@Coach_Ren,The animation is beautiful. I&#39;m so hyped for the game<br><br>That said I&#39;m extremely worried for the localization. This song is a very good example of why that is. Same with the 50 million follower goal when they meant 5 million,animation beautiful hyped gamethat said extremely worried localization song good example million follower goal meant million,"{'neg': 0.054, 'neu': 0.794, 'pos': 0.152, 'compound': 0.6808}",0.054,0.152,0.794,0.6808,positive,2024-03-29T14:44:28Z
@feralchimaera99,Now... Let us have the complete version of this music please!,let u complete version music please,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.3802}",0.0,0.206,0.794,0.3802,positive,2024-03-29T14:40:44Z
@Daddy_Of_Haruwu,BROOOOO THIS IS DOPEEE. this was awesome to watch. Patiently waiting for release. GREAT JOB TEAM KURO !❤❤,bro dope awesome watch patiently waiting release great job team kuro,"{'neg': 0.0, 'neu': 0.505, 'pos': 0.495, 'compound': 0.9619}",0.0,0.495,0.505,0.9619,positive,2024-03-29T14:40:08Z
@nikhilkumarjamwal5322,Make it possible to run the game on my laptop!🙂,make possible run game laptop,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.4587}",0.0,0.2,0.8,0.4587,positive,2024-03-29T14:39:51Z
@SirSaif93,Wow amazing cinematic WE can&#39;t wait to play you game so happy abut this news,wow amazing cinematic wait play game happy abut news,"{'neg': 0.0, 'neu': 0.427, 'pos': 0.573, 'compound': 0.9407}",0.0,0.573,0.427,0.9407,positive,2024-03-29T14:38:54Z
